equation_id,seed,method,reward_function,min_error,success,best_expr,expr_tokens,expr_params,original_equation,ground_truth,n_variables,evaluation_calls,best_expr_simplified
I.16.6,2,GRAMS-PUCT,BIC,0.26396110266444106,False,C*X_0-(((X_0)*C/(C*X_2)+C))/X_1/C-X_2/C,"['C', '*', 'X_0', '-', '(', '(', '(', 'X_0', ')', '*', 'C', '/', '(', 'C', '*', 'X_2', ')', '+', 'C', ')', ')', '/', 'X_1', '/', 'C', '-', 'X_2', '/', 'C']","[np.float64(1.1605292368131168), np.float64(-5.0), np.float64(1.4986929693066076), np.float64(3.462778976734138), np.float64(-2.4543434567835187), np.float64(4.999737207644941)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((C*X_0+(C*X_0)/(X_1*X_2))+C*X_2)+C/X_1
I.16.6,0,GRAMS-PUCT,RMSE,0.2760962819242624,False,X_0*((C-C*X_0/X_1-X_2)/X_2+C),"['X_0', '*', '(', '(', 'C', '-', 'C', '*', 'X_0', '/', 'X_1', '-', 'X_2', ')', '/', 'X_2', '+', 'C', ')']","[np.float64(0.11856648371843768), np.float64(0.20901355490828274), np.float64(2.0177537148755107)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(((C*X_0^2)/(X_1*X_2)+C*X_0)+(C*X_0)/X_2)+-1*X_0
I.16.6,1,GRAMS-PUCT,RMSE,0.28698240380060785,False,(X_2*C+X_1)*C-X_0/((C)/X_2/sin((X_2-X_2+C/C*X_2/X_0-C)))/X_1+X_0+(C)*(exp(X_1)/X_1/X_1/X_1/X_2*C-X_0),"['(', 'X_2', '*', 'C', '+', 'X_1', ')', '*', 'C', '-', 'X_0', '/', '(', '(', 'C', ')', '/', 'X_2', '/', 'sin', '(', '(', 'X_2', '-', 'X_2', '+', 'C', '/', 'C', '*', 'X_2', '/', 'X_0', '-', 'C', ')', ')', ')', '/', 'X_1', '+', 'X_0', '+', '(', 'C', ')', '*', '(', 'exp', '(', 'X_1', ')', '/', 'X_1', '/', 'X_1', '/', 'X_1', '/', 'X_2', '*', 'C', '-', 'X_0', ')']","[np.float64(-1.32680334124931), np.float64(0.15710152901921132), np.float64(4.996324481243302), np.float64(-4.994617207322228), np.float64(5.0), np.float64(-0.570781679523991), np.float64(0.06356152336782281), np.float64(-5.0)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((((C*X_0+(((C*X_0)*X_2)*sin(C+(C*X_2)/X_0))/X_1)+C*X_1)+C*X_2)+(C*exp(X_1))/(X_1^3*X_2))+X_0
I.16.6,2,GRAMS-PUCT,RMSE,0.2851966806235912,False,C-C+C/C*(X_1/X_2+C-C/X_1-X_1*C)*X_2*X_0,"['C', '-', 'C', '+', 'C', '/', 'C', '*', '(', 'X_1', '/', 'X_2', '+', 'C', '-', 'C', '/', 'X_1', '-', 'X_1', '*', 'C', ')', '*', 'X_2', '*', 'X_0']","[np.float64(3.7599568596093387), np.float64(3.6472112083185744), np.float64(0.8128769872221764), np.float64(3.180285829772547), np.float64(0.9543566212973493), np.float64(-0.05777864286807611), np.float64(0.26717237552001655)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(((((C*X_0)*X_1)*X_2+(C*X_0)*X_1)+(C*X_0)*X_2)+((C*X_0)*X_2)/X_1)+C
I.16.6,0,GRAMS-UCT,BIC,0.14426615438721446,False,C/X_2-X_0*exp(C+cos(X_2/C)*C*(X_0-X_1)-C)*C-X_1/C,"['C', '/', 'X_2', '-', 'X_0', '*', 'exp', '(', 'C', '+', 'cos', '(', 'X_2', '/', 'C', ')', '*', 'C', '*', '(', 'X_0', '-', 'X_1', ')', '-', 'C', ')', '*', 'C', '-', 'X_1', '/', 'C']","[np.float64(-0.17405451614577822), np.float64(3.301156569113313), np.float64(-3.501780085249045), np.float64(-0.17607242383670899), np.float64(4.602914586045768), np.float64(-4.998677728055167), np.float64(2.807950438988941)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(((C*X_0)*exp((C*X_0)*cos(C*X_2)))*exp((C*X_1)*cos(C*X_2))+C*X_1)+C/X_2
I.16.6,1,GRAMS-UCT,BIC,0.3177280435545393,False,sin(X_0)/X_1*X_0*C+C*X_0+C*C,"['sin', '(', 'X_0', ')', '/', 'X_1', '*', 'X_0', '*', 'C', '+', 'C', '*', 'X_0', '+', 'C', '*', 'C']","[np.float64(0.38754125592299354), np.float64(1.2266299022577716), np.float64(-0.2613568326835841), np.float64(2.898557076093093)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(C*X_0+((C*X_0)*sin(X_0))/X_1)+C
I.16.6,2,GRAMS-UCT,BIC,0.18380221094513363,False,C/C/(C/(X_2*C*X_1+X_2-X_0*(X_1*C-X_2-C*X_0)))-C+X_2/C,"['C', '/', 'C', '/', '(', 'C', '/', '(', 'X_2', '*', 'C', '*', 'X_1', '+', 'X_2', '-', 'X_0', '*', '(', 'X_1', '*', 'C', '-', 'X_2', '-', 'C', '*', 'X_0', ')', ')', ')', '-', 'C', '+', 'X_2', '/', 'C']","[np.float64(1.822237588877014), np.float64(-3.163662773209255), np.float64(-3.1636597742500108), np.float64(-0.8511804725160018), np.float64(-0.9681754947351943), np.float64(-0.15153755648112321), np.float64(-1.329072745481365), np.float64(-5.0)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((((C*X_0^2+(C*X_0)*X_1)+(C*X_0)*X_2)+(C*X_1)*X_2)+(2*C)*X_2)+C
I.16.6,0,GRAMS-UCT,RMSE,0.2900802596056449,False,C*X_2/(C/X_1-(C+X_2/X_0))/C*C,"['C', '*', 'X_2', '/', '(', 'C', '/', 'X_1', '-', '(', 'C', '+', 'X_2', '/', 'X_0', ')', ')', '/', 'C', '*', 'C']","[np.float64(1.3448189236793167), np.float64(-0.2812753812435628), np.float64(-0.038640408523626324), np.float64(-2.5982769562813686), np.float64(2.0003332501341777)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(C*X_2)/((C+C/X_1)+-1*(X_2/X_0))
I.16.6,1,GRAMS-UCT,RMSE,0.30083388970547154,False,C*(X_2/C-C)/X_1*X_0+X_0-sin((C/cos(C))/X_1),"['C', '*', '(', 'X_2', '/', 'C', '-', 'C', ')', '/', 'X_1', '*', 'X_0', '+', 'X_0', '-', 'sin', '(', '(', 'C', '/', 'cos', '(', 'C', ')', ')', '/', 'X_1', ')']","[np.float64(0.39078764777671565), np.float64(3.008184806390264), np.float64(1.739975541805568), np.float64(-0.12343194872909001), np.float64(-4.992196531212074)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((((C*X_0)*X_2)/X_1+(C*X_0)/X_1)+X_0)+-1*sin(C/X_1)
I.16.6,2,GRAMS-UCT,RMSE,0.2923351066308385,False,X_0+C+C+C+C+C-X_2*exp(C+X_0-X_1-X_0*sqrt(X_2)/X_1/X_0)/(X_2),"['X_0', '+', 'C', '+', 'C', '+', 'C', '+', 'C', '+', 'C', '-', 'X_2', '*', 'exp', '(', 'C', '+', 'X_0', '-', 'X_1', '-', 'X_0', '*', 'sqrt', '(', 'X_2', ')', '/', 'X_1', '/', 'X_0', ')', '/', '(', 'X_2', ')']","[np.float64(-1.1013157743431263), np.float64(0.939628125969887), np.float64(0.8420045382858234), np.float64(-4.5131392494853255), np.float64(3.837205464979795), np.float64(-1.9310098446707802)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(((C*exp(X_0))*exp(-1*X_1))*exp((-1*X_2^0.5)/X_1)+C)+X_0
I.16.6,0,MC,N/A,0.3053182032057252,False,C/C/exp(C*((C)-(X_1-sqrt(X_0)+X_2)))+C-X_0*C-X_0,"['C', '/', 'C', '/', 'exp', '(', 'C', '*', '(', '(', 'C', ')', '-', '(', 'X_1', '-', 'sqrt', '(', 'X_0', ')', '+', 'X_2', ')', ')', ')', '+', 'C', '-', 'X_0', '*', 'C', '-', 'X_0']","[np.float64(2.6799782999247523), np.float64(-4.249906160716461), np.float64(-1.1084996620647078), np.float64(1.427318776620501), np.float64(0.04143459354484715), np.float64(-1.9643360600251034)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((C*X_0+((C*exp(C*X_0^0.5))*exp(C*X_1))*exp(C*X_2))+C)+-1*X_0
I.16.6,1,MC,N/A,0.24869621177837045,False,X_2*(X_0*sqrt(sin((sqrt(C))))*C-C+C)+exp(C)/((X_1/(X_0)+C)-(C*(X_1))),"['X_2', '*', '(', 'X_0', '*', 'sqrt', '(', 'sin', '(', '(', 'sqrt', '(', 'C', ')', ')', ')', ')', '*', 'C', '-', 'C', '+', 'C', ')', '+', 'exp', '(', 'C', ')', '/', '(', '(', 'X_1', '/', '(', 'X_0', ')', '+', 'C', ')', '-', '(', 'C', '*', '(', 'X_1', ')', ')', ')']","[np.float64(3.150361716637092), np.float64(0.1511067021164287), np.float64(0.6388264632363791), np.float64(0.25049843299410984), np.float64(1.7524591716163977), np.float64(2.227817340226636), np.float64(0.37294253882451484)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,((C*X_0)*X_2+C*X_2)+C/((C*X_1+C)+X_1/X_0)
I.16.6,2,MC,N/A,0.3374412723840553,False,sin(X_1)*C/X_0*X_0*C/C*(X_0/X_0/C-X_0*C)/X_2+(X_0*C)*C,"['sin', '(', 'X_1', ')', '*', 'C', '/', 'X_0', '*', 'X_0', '*', 'C', '/', 'C', '*', '(', 'X_0', '/', 'X_0', '/', 'C', '-', 'X_0', '*', 'C', ')', '/', 'X_2', '+', '(', 'X_0', '*', 'C', ')', '*', 'C']","[np.float64(0.3130377361084364), np.float64(-0.5723647042383736), np.float64(-4.755651110791849), np.float64(-5.0), np.float64(5.0), np.float64(-1.0647855677847242), np.float64(-0.8853303779768811)]",v1 = (u+v)/(1+u*v/c^2),"['(', 'X_2', '+', 'X_1', ')', '/', '(', '1', '+', '(', 'X_2', '*', 'X_1', ')', '/', '(', 'X_0', '^2', ')', ')']",3,10000,(C*X_0+((C*X_0)*sin(X_1))/X_2)+(C*sin(X_1))/X_2
I.18.12,0,GRAMS-PUCT,BIC,0.000301135336777154,False,exp((X_1*C/(C)+X_0*C/X_0*C)*C-C)-X_1*C*X_0*sin(X_2),"['exp', '(', '(', 'X_1', '*', 'C', '/', '(', 'C', ')', '+', 'X_0', '*', 'C', '/', 'X_0', '*', 'C', ')', '*', 'C', '-', 'C', ')', '-', 'X_1', '*', 'C', '*', 'X_0', '*', 'sin', '(', 'X_2', ')']","[np.float64(2.087463488676545), np.float64(-0.04686931729522304), np.float64(2.3352854760627393), np.float64(-1.7632580703929714), np.float64(0.2693112410778577), np.float64(2.647659457766464), np.float64(-1.0000393050013605)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,((C*X_0)*X_1)*sin(X_2)+C*exp(C*X_1)
I.18.12,1,GRAMS-PUCT,BIC,2.7494439862711064,False,C-C*X_1*cos(X_2-C-C)/C,"['C', '-', 'C', '*', 'X_1', '*', 'cos', '(', 'X_2', '-', 'C', '-', 'C', ')', '/', 'C']","[np.float64(0.04177221047124731), np.float64(-2.032359003873538), np.float64(-1.7556955162457406), np.float64(-2.9580516156308194), np.float64(0.6726977188324674)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_1)*cos(C-X_2)+C
I.18.12,2,GRAMS-PUCT,BIC,2.7154612507999745,False,cos(((C/C))-X_2-C)/C*X_0+(C/X_1),"['cos', '(', '(', '(', 'C', '/', 'C', ')', ')', '-', 'X_2', '-', 'C', ')', '/', 'C', '*', 'X_0', '+', '(', 'C', '/', 'X_1', ')']","[np.float64(-4.973363419188556), np.float64(-4.996832290953959), np.float64(-0.5875705502760638), np.float64(0.32524006353476276), np.float64(-0.5192353149611039)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_0)*cos(C+X_2)+C/X_1
I.18.12,0,GRAMS-PUCT,RMSE,4.3704028803744185e-09,True,X_1*sin(X_2)*X_0+C,"['X_1', '*', 'sin', '(', 'X_2', ')', '*', 'X_0', '+', 'C']",[np.float64(4.370403021206113e-09)],tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,980,C+(X_0*X_1)*sin(X_2)
I.18.12,1,GRAMS-PUCT,RMSE,2.962860626952546,False,C+X_1+sin(C*X_2)*(C-C)*X_0-X_0,"['C', '+', 'X_1', '+', 'sin', '(', 'C', '*', 'X_2', ')', '*', '(', 'C', '-', 'C', ')', '*', 'X_0', '-', 'X_0']","[np.float64(-0.4130924696040801), np.float64(-0.9686027260932003), np.float64(-1.2764537686877115), np.float64(1.89061445716857)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(((C*X_0)*sin(C*X_2)+C)+-1*X_0)+X_1
I.18.12,2,GRAMS-PUCT,RMSE,2.6679831637536684,False,sin((C+C+C*X_2/C)+X_2/X_1/C)*(X_0/cos((C)-C)),"['sin', '(', '(', 'C', '+', 'C', '+', 'C', '*', 'X_2', '/', 'C', ')', '+', 'X_2', '/', 'X_1', '/', 'C', ')', '*', '(', 'X_0', '/', 'cos', '(', '(', 'C', ')', '-', 'C', ')', ')']","[np.float64(4.507695875168534), np.float64(1.7748347314547246), np.float64(2.9159455995833174), np.float64(-2.7209616329270676), np.float64(4.376579148432905), np.float64(-0.11460125950837936), np.float64(4.268347406459935)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_0)*sin((C*X_2+C)+(C*X_2)/X_1)
I.18.12,0,GRAMS-UCT,BIC,1.4602650531294548e-05,False,X_0*cos(C)/C/C*C/X_0/(C*C/sin(X_2+C*C)/X_0)*X_1,"['X_0', '*', 'cos', '(', 'C', ')', '/', 'C', '/', 'C', '*', 'C', '/', 'X_0', '/', '(', 'C', '*', 'C', '/', 'sin', '(', 'X_2', '+', 'C', '*', 'C', ')', '/', 'X_0', ')', '*', 'X_1']","[np.float64(4.9936816101019), np.float64(-0.5742057605431597), np.float64(-0.6916015008895342), np.float64(-4.999709766290247), np.float64(0.7184964340394855), np.float64(-4.864207873513075), np.float64(2.3917261921353203), np.float64(2.627051060941733)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,((C*X_0)*X_1)*sin(C+X_2)
I.18.12,1,GRAMS-UCT,BIC,8.11337916727995e-16,True,X_1*sin(X_2)*X_0,"['X_1', '*', 'sin', '(', 'X_2', ')', '*', 'X_0']",[],tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,5086,(X_0*X_1)*sin(X_2)
I.18.12,2,GRAMS-UCT,BIC,2.724043874020051,False,cos(C/C/X_0+C)+(X_0/C)*(sin(X_2)*C),"['cos', '(', 'C', '/', 'C', '/', 'X_0', '+', 'C', ')', '+', '(', 'X_0', '/', 'C', ')', '*', '(', 'sin', '(', 'X_2', ')', '*', 'C', ')']","[np.float64(-1.0686758782311268), np.float64(4.9511641372920865), np.float64(4.806136177431598), np.float64(-0.16270873368760627), np.float64(-0.49625053625277826)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_0)*sin(X_2)+cos(C+C/X_0)
I.18.12,0,GRAMS-UCT,RMSE,4.096695179099471e-08,True,X_1*X_0*cos(C-X_2),"['X_1', '*', 'X_0', '*', 'cos', '(', 'C', '-', 'X_2', ')']",[np.float64(-4.712388986100669)],tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,3607,(X_0*X_1)*cos(C-X_2)
I.18.12,1,GRAMS-UCT,RMSE,1.8622593559667682e-06,False,sin((X_2-C)+X_2/C*C)/C*C*X_0*X_1+C*C,"['sin', '(', '(', 'X_2', '-', 'C', ')', '+', 'X_2', '/', 'C', '*', 'C', ')', '/', 'C', '*', 'C', '*', 'X_0', '*', 'X_1', '+', 'C', '*', 'C']","[np.float64(3.1415929749654947), np.float64(-4.95716215638305), np.float64(-7.521325011016723e-07), np.float64(2.805032885051811), np.float64(-2.805033043746869), np.float64(1.3693865450613305), np.float64(1.6261877837144863e-06)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,((C*X_0)*X_1)*sin((C*X_2+C)+X_2)+C
I.18.12,2,GRAMS-UCT,RMSE,2.7243345616493424,False,(X_0*cos(X_2*C/X_2+X_2-C)/C),"['(', 'X_0', '*', 'cos', '(', 'X_2', '*', 'C', '/', 'X_2', '+', 'X_2', '-', 'C', ')', '/', 'C', ')']","[np.float64(-1.8451189189525656), np.float64(-0.2721465202444076), np.float64(0.32754478961630257)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_0)*cos(C+X_2)
I.18.12,0,MC,N/A,2.749716803310794,False,(cos(C+X_2)*X_1*C),"['(', 'cos', '(', 'C', '+', 'X_2', ')', '*', 'X_1', '*', 'C', ')']","[np.float64(-1.5713903034193022), np.float64(3.025350166936844)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_1)*cos(C+X_2)
I.18.12,1,MC,N/A,2.1395514181883715,False,C+sin(X_2)*(X_0+X_1*C*C),"['C', '+', 'sin', '(', 'X_2', ')', '*', '(', 'X_0', '+', 'X_1', '*', 'C', '*', 'C', ')']","[np.float64(-0.029166894897195608), np.float64(-1.282264181634267), np.float64(-1.6847953109144)]",tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,((C*X_1)*sin(X_2)+C)+X_0*sin(X_2)
I.18.12,2,MC,N/A,2.7243730325752584,False,X_0*C*sin(X_2),"['X_0', '*', 'C', '*', 'sin', '(', 'X_2', ')']",[np.float64(3.051875851275608)],tau = r*F*sin(theta),"['X_0', '*', 'X_1', '*', 'sin', '(', 'X_2', ')']",3,10000,(C*X_0)*sin(X_2)
I.18.14,0,GRAMS-PUCT,BIC,10.597901865121493,False,X_3-X_2*(X_0-((C-X_0*C)*X_0/C*(X_3))*C)*(C)*C,"['X_3', '-', 'X_2', '*', '(', 'X_0', '-', '(', '(', 'C', '-', 'X_0', '*', 'C', ')', '*', 'X_0', '/', 'C', '*', '(', 'X_3', ')', ')', '*', 'C', ')', '*', '(', 'C', ')', '*', 'C']","[np.float64(-4.070901032304457), np.float64(-0.06028667642114017), np.float64(-5.0), np.float64(0.43926791655816555), np.float64(3.535716489358236), np.float64(-1.7037376527862145)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,((((C*X_0^2)*X_2)*X_3+((C*X_0)*X_2)*X_3)+(C*X_0)*X_2)+X_3
I.18.14,1,GRAMS-PUCT,BIC,10.565818534565626,False,X_2*C*X_1*(X_2/X_1-(X_0/X_3)-((C*X_3))+X_3+C/C*C*C),"['X_2', '*', 'C', '*', 'X_1', '*', '(', 'X_2', '/', 'X_1', '-', '(', 'X_0', '/', 'X_3', ')', '-', '(', '(', 'C', '*', 'X_3', ')', ')', '+', 'X_3', '+', 'C', '/', 'C', '*', 'C', '*', 'C', ')']","[np.float64(-0.2963741843317813), np.float64(-5.0), np.float64(3.727573605496661), np.float64(-1.394948725418554), np.float64(5.0), np.float64(1.3866001388454932)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,(((((C*X_0)*X_1)*X_2)/X_3+(((2*C)*X_1)*X_2)*X_3)+(C*X_1)*X_2)+C*X_2^2
I.18.14,2,GRAMS-PUCT,BIC,9.251547022781523,False,sin(X_3)/C*(X_1+C-C/X_2)*X_2+(X_1-C)-C-(C),"['sin', '(', 'X_3', ')', '/', 'C', '*', '(', 'X_1', '+', 'C', '-', 'C', '/', 'X_2', ')', '*', 'X_2', '+', '(', 'X_1', '-', 'C', ')', '-', 'C', '-', '(', 'C', ')']","[np.float64(0.34185711305094496), np.float64(0.03226684249244703), np.float64(-0.07983484090108442), np.float64(-0.23381137966867763), np.float64(1.6610069679683568), np.float64(1.585008682257444)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,(((((C*X_1)*X_2)*sin(X_3)+(C*X_2)*sin(X_3))+C*sin(X_3))+C)+X_1
I.18.14,0,GRAMS-PUCT,RMSE,12.530025983770086,False,sin(X_3)*C*(C*X_2),"['sin', '(', 'X_3', ')', '*', 'C', '*', '(', 'C', '*', 'X_2', ')']","[np.float64(3.0583014470395478), np.float64(2.917387816219241)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,(C*X_2)*sin(X_3)
I.18.14,1,GRAMS-PUCT,RMSE,10.546798385559564,False,X_2*(C*X_2-C*(C+C-(C/C-C-X_3)*X_0-C)),"['X_2', '*', '(', 'C', '*', 'X_2', '-', 'C', '*', '(', 'C', '+', 'C', '-', '(', 'C', '/', 'C', '-', 'C', '-', 'X_3', ')', '*', 'X_0', '-', 'C', ')', ')']","[np.float64(-0.039046429524495004), np.float64(1.9489880760834262), np.float64(-0.8331958277413599), np.float64(-2.6089921915679377), np.float64(3.4663973348714308), np.float64(4.35545829633611), np.float64(-2.295356982938248), np.float64(-3.372707681235516)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,((((C*X_0)*X_2)*X_3+(C*X_0)*X_2)+C*X_2^2)+C*X_2
I.18.14,2,GRAMS-PUCT,RMSE,9.490503464325391,False,(X_2*sin((C-C+X_2/C/C)-X_3)*X_0*C*C+X_0),"['(', 'X_2', '*', 'sin', '(', '(', 'C', '-', 'C', '+', 'X_2', '/', 'C', '/', 'C', ')', '-', 'X_3', ')', '*', 'X_0', '*', 'C', '*', 'C', '+', 'X_0', ')']","[np.float64(-1.7656778269811417), np.float64(1.6758118447989079), np.float64(3.853506593074632), np.float64(4.985375451236699), np.float64(1.8469369523867818), np.float64(1.6037753664101928)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,((C*X_0)*X_2)*sin((C*X_2+C)+-1*X_3)+X_0
I.18.14,0,GRAMS-UCT,BIC,5.443295758998631,False,X_1/X_2-(X_2)+X_2-X_2*((C+sin(X_3+X_3/X_0/C*X_1/C))*((X_3/(X_3*C+X_1))/X_0+(X_1)*C*X_0)/X_3)*C+X_2+C*C,"['X_1', '/', 'X_2', '-', '(', 'X_2', ')', '+', 'X_2', '-', 'X_2', '*', '(', '(', 'C', '+', 'sin', '(', 'X_3', '+', 'X_3', '/', 'X_0', '/', 'C', '*', 'X_1', '/', 'C', ')', ')', '*', '(', '(', 'X_3', '/', '(', 'X_3', '*', 'C', '+', 'X_1', ')', ')', '/', 'X_0', '+', '(', 'X_1', ')', '*', 'C', '*', 'X_0', ')', '/', 'X_3', ')', '*', 'C', '+', 'X_2', '+', 'C', '*', 'C']","[np.float64(-0.48158204085613615), np.float64(3.605448084903997), np.float64(-3.157883308655166), np.float64(0.33628131363516334), np.float64(1.2585328277421346), np.float64(-2.5090089542507337), np.float64(1.1550365059630616), np.float64(-2.361622249201042)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,(((((((((C*X_0)*X_1)*X_2)*sin(((C*X_1)*X_3)/X_0+X_3))/X_3+(((C*X_0)*X_1)*X_2)/X_3)+((C*X_2)*sin(((C*X_1)*X_3)/X_0+X_3))/((C*X_0)*X_3+X_0*X_1))+(C*X_2)/((C*X_0)*X_3+X_0*X_1))+C)+X_1/X_2)+X_2
I.18.14,1,GRAMS-UCT,BIC,9.16890124311031,False,C*X_2*cos(X_3-C)/C/(C)*X_1-C,"['C', '*', 'X_2', '*', 'cos', '(', 'X_3', '-', 'C', ')', '/', 'C', '/', '(', 'C', ')', '*', 'X_1', '-', 'C']","[np.float64(-1.4465033197137755), np.float64(-4.714643220389541), np.float64(-0.25209105228866285), np.float64(1.9284158908711961), np.float64(-0.021032792922606444)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,((C*X_1)*X_2)*cos(C-X_3)+C
I.18.14,2,GRAMS-UCT,BIC,3.087881515763464e-08,True,X_2*cos(C+(C-C*C)-X_3)*X_1*X_0,"['X_2', '*', 'cos', '(', 'C', '+', '(', 'C', '-', 'C', '*', 'C', ')', '-', 'X_3', ')', '*', 'X_1', '*', 'X_0']","[np.float64(2.4763103724801474), np.float64(-0.0011760605335541), np.float64(3.5725492943577457), np.float64(2.0118751901423386)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,2848,((X_0*X_1)*X_2)*cos(C-X_3)
I.18.14,0,GRAMS-UCT,RMSE,10.70680546101056,False,(C*X_0*(C)*X_3*X_1*C)-X_1/(((C)*C-X_3))/C*X_0,"['(', 'C', '*', 'X_0', '*', '(', 'C', ')', '*', 'X_3', '*', 'X_1', '*', 'C', ')', '-', 'X_1', '/', '(', '(', '(', 'C', ')', '*', 'C', '-', 'X_3', ')', ')', '/', 'C', '*', 'X_0']","[np.float64(0.49874478018180696), np.float64(-0.9838957251286264), np.float64(3.4828397566628655), np.float64(-4.3239523583828126), np.float64(5.0), np.float64(0.007643857146564327)]",L = m*r*v*sin(theta),"['X_0', '*', 'X_1', '*', 'X_2', '*', 'sin', '(', 'X_3', ')']",4,10000,((C*X_0)*X_1)*X_3+((C*X_0)*X_1)/(C-X_3)
